"ITTER107","Territorio","TIPO_DATO29","Variabile","ATECO_2007","Ateco 2007","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","13320","salari e stipendi (migliaia di euro)","4532","commercio al dettaglio di parti e accessori di autoveicoli","2020","2020",118642,,
"IT","Italia","13310","costi del personale (migliaia di euro)","0910","attività di supporto all'estrazione di petrolio e di gas naturale","2020","2020",,"c","dato oscurato per la tutela del segreto statistico"
"IT","Italia","15110","investimenti lordi in beni materiali (migliaia di euro)","1011","lavorazione e conservazione di carne, escluso volatili","2020","2020",218059,,
"IT","Italia","13110","acquisto di beni e servizi (migliaia di euro)","1031","lavorazione e conservazione delle patate","2020","2020",432296,,
"IT","Italia","16130","lavoratori dipendenti","5229","altre attività di supporto connesse ai trasporti","2020","2020",137563,,
"IT","Italia","12110","fatturato (migliaia di euro)","2451","fusione di ghisa","2020","2020",1280137,,
"IT","Italia","11110","imprese","6209","altre attività dei servizi connessi alle tecnologie dell'informatica","2020","2020",7818,,
"IT","Italia","12170","margine operativo lordo (migliaia di euro)","96","altre attività di servizi per la persona","2020","2020",2932540,,
"IT","Italia","12120","valore della produzione (migliaia di euro)","4613","intermediari del commercio di legname e materiali da costruzione","2020","2020",845612,,
"IT","Italia","16130","lavoratori dipendenti","5224","movimentazione merci","2020","2020",98125,,
"IT","Italia","12150","valore aggiunto al costo dei fattori (migliaia di euro)","96","altre attività di servizi per la persona","2020","2020",6574273,,
"IT","Italia","13310","costi del personale (migliaia di euro)","101","lavorazione e conservazione di carne e produzione di prodotti a base di carne","2020","2020",2531840,,
"IT","Italia","11110","imprese","422","costruzione di opere di pubblica utilità","2020","2020",425,,
"IT","Italia","12120","valore della produzione (migliaia di euro)","2312","lavorazione e trasformazione del vetro piano","2020","2020",1723215,,
"IT","Italia","15110","investimenti lordi in beni materiali (migliaia di euro)","45","commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli","2020","2020",1071403,,
"IT","Italia","12110","fatturato (migliaia di euro)","3831","demolizione di carcasse e cantieri di demolizione navali","2020","2020",171336,,
"IT","Italia","12170","margine operativo lordo (migliaia di euro)","4611","intermediari del commercio di materie prime agricole, di animali vivi, di materie prime tessili e di semilavorati","2020","2020",206479,,
"IT","Italia","16130","lavoratori dipendenti","4611","intermediari del commercio di materie prime agricole, di animali vivi, di materie prime tessili e di semilavorati","2020","2020",759,,
"IT","Italia","13320","salari e stipendi (migliaia di euro)","502","trasporto marittimo e costiero di merci","2020","2020",511207,,
"IT","Italia","13320","salari e stipendi (migliaia di euro)","5229","altre attività di supporto connesse ai trasporti","2020","2020",3908744,,
"IT","Italia","16150","ore lavorate dai dipendenti (migliaia)","4612","intermediari del commercio di combustibili, minerali, metalli e prodotti chimici","2020","2020",2402,,
"IT","Italia","12150","valore aggiunto al costo dei fattori (migliaia di euro)","62","produzione di software, consulenza informatica e attività connesse","2020","2020",21306587,,
"IT","Italia","15110","investimenti lordi in beni materiali (migliaia di euro)","502","trasporto marittimo e costiero di merci","2020","2020",510055,,
"IT","Italia","11110","imprese","3822","trattamento e smaltimento di rifiuti pericolosi","2020","2020",155,,
"IT","Italia","12110","fatturato (migliaia di euro)","089","estrazione di minerali da cave e miniere nca","2020","2020",636718,,
"IT","Italia","15110","investimenti lordi in beni materiali (migliaia di euro)","2229","fabbricazione di altri articoli in materie plastiche","2020","2020",809606,,
"IT","Italia","12170","margine operativo lordo (migliaia di euro)","469","commercio all'ingrosso non specializzato","2020","2020",1095371,,
"IT","Italia","16150","ore lavorate dai dipendenti (migliaia)","502","trasporto marittimo e costiero di merci","2020","2020",14114,,
"IT","Italia","12120","valore della produzione (migliaia di euro)","2452","fusione di acciaio","2020","2020",434209,,
"IT","Italia","16130","lavoratori dipendenti","501","trasporto marittimo e costiero di passeggeri","2020","2020",31084,,
"IT","Italia","15110","investimenti lordi in beni materiali (migliaia di euro)","6203","gestione di strutture informatizzate","2020","2020",34119,,
"IT","Italia","16110","occupati","5229","altre attività di supporto connesse ai trasporti","2020","2020",143317,,
"IT","Italia","16150","ore lavorate dai dipendenti (migliaia)","322","fabbricazione di strumenti musicali","2020","2020",1678,,
"IT","Italia","13310","costi del personale (migliaia di euro)","2444","produzione di rame","2020","2020",167451,,
"IT","Italia","16130","lavoratori dipendenti","L","attività immobiliari","2020","2020",64762,,
"IT","Italia","12170","margine operativo lordo (migliaia di euro)","L","attività immobiliari","2020","2020",15235684,,
"IT","Italia","16110","occupati","467","commercio all'ingrosso specializzato di altri prodotti","2020","2020",198632,,
"IT","Italia","12170","margine operativo lordo (migliaia di euro)","2452","fusione di acciaio","2020","2020",48812,,
"IT","Italia","12110","fatturato (migliaia di euro)","5229","altre attività di supporto connesse ai trasporti","2020","2020",26001602,,
"IT","Italia","16130","lavoratori dipendenti","6202","consulenza nel settore delle tecnologie dell'informatica","2020","2020",90809,,
"IT","Italia","12110","fatturato (migliaia di euro)","6312","portali web","2020","2020",1005879,,
"IT","Italia","16130","lavoratori dipendenti","467","commercio all'ingrosso specializzato di altri prodotti","2020","2020",163711,,
"IT","Italia","16110","occupati","813","cura e manutenzione del paesaggio","2020","2020",46263,,
"IT","Italia","16110","occupati","0910","attività di supporto all'estrazione di petrolio e di gas naturale","2020","2020",,"c","dato oscurato per la tutela del segreto statistico"
"IT","Italia","13320","salari e stipendi (migliaia di euro)","2312","lavorazione e trasformazione del vetro piano","2020","2020",273426,,
"IT","Italia","12150","valore aggiunto al costo dei fattori (migliaia di euro)","813","cura e manutenzione del paesaggio","2020","2020",1216979,,
"IT","Italia","12150","valore aggiunto al costo dei fattori (migliaia di euro)","5310","attività postali con obbligo di servizio universale","2020","2020",,"c","dato oscurato per la tutela del segreto statistico"
"IT","Italia","16130","lavoratori dipendenti","322","fabbricazione di strumenti musicali","2020","2020",1192,,
"IT","Italia","16150","ore lavorate dai dipendenti (migliaia)","0910","attività di supporto all'estrazione di petrolio e di gas naturale","2020","2020",,"c","dato oscurato per la tutela del segreto statistico"
"IT","Italia","13110","acquisto di beni e servizi (migliaia di euro)","L","attività immobiliari","2020","2020",17598280,,
"IT","Italia","16150","ore lavorate dai dipendenti (migliaia)","1012","lavorazione e conservazione di carne di volatili","2020","2020",17340,,
"IT","Italia","12120","valore della produzione (migliaia di euro)","469","commercio all'ingrosso non specializzato","2020","2020",5097739,,
"IT","Italia","16130","lavoratori dipendenti","2229","fabbricazione di altri articoli in materie plastiche","2020","2020",66355,,
"IT","Italia","12150","valore aggiunto al costo dei fattori (migliaia di euro)","L","attività immobiliari","2020","2020",17233385,,
"IT","Italia","13320","salari e stipendi (migliaia di euro)","501","trasporto marittimo e costiero di passeggeri","2020","2020",683697,,
"IT","Italia","12110","fatturato (migliaia di euro)","3822","trattamento e smaltimento di rifiuti pericolosi","2020","2020",975093,,
"IT","Italia","13110","acquisto di beni e servizi (migliaia di euro)","5229","altre attività di supporto connesse ai trasporti","2020","2020",19753207,,
"IT","Italia","12150","valore aggiunto al costo dei fattori (migliaia di euro)","4612","intermediari del commercio di combustibili, minerali, metalli e prodotti chimici","2020","2020",423355,,
"IT","Italia","12120","valore della produzione (migliaia di euro)","2311","fabbricazione di vetro piano","2020","2020",661883,,
"IT","Italia","13310","costi del personale (migliaia di euro)","6311","elaborazione dei dati, hosting e attività connesse","2020","2020",2936417,,
"IT","Italia","13110","acquisto di beni e servizi (migliaia di euro)","6311","elaborazione dei dati, hosting e attività connesse","2020","2020",4516287,,
"IT","Italia","16150","ore lavorate dai dipendenti (migliaia)","62","produzione di software, consulenza informatica e attività connesse","2020","2020",440942,,
"IT","Italia","16130","lavoratori dipendenti","2311","fabbricazione di vetro piano","2020","2020",2636,,
"IT","Italia","16110","occupati","81","attività di servizi per edifici e paesaggio","2020","2020",530102,,
"IT","Italia","16110","occupati","502","trasporto marittimo e costiero di merci","2020","2020",8700,,
"IT","Italia","12110","fatturato (migliaia di euro)","494","trasporto di merci su strada e servizi di trasloco","2020","2020",47555039,,
"IT","Italia","16150","ore lavorate dai dipendenti (migliaia)","6201","produzione di software non connesso all'edizione","2020","2020",221733,,
"IT","Italia","12150","valore aggiunto al costo dei fattori (migliaia di euro)","741","attività di design specializzate","2020","2020",1818626,,
"IT","Italia","16110","occupati","6201","produzione di software non connesso all'edizione","2020","2020",153048,,
"IT","Italia","12170","margine operativo lordo (migliaia di euro)","2445","produzione di altri metalli non ferrosi","2020","2020",61679,,
"IT","Italia","16130","lavoratori dipendenti","2445","produzione di altri metalli non ferrosi","2020","2020",1217,,
"IT","Italia","13110","acquisto di beni e servizi (migliaia di euro)","63","attività dei servizi d'informazione e altri servizi informatici","2020","2020",5743347,,
"IT","Italia","16110","occupati","2451","fusione di ghisa","2020","2020",6473,,
"IT","Italia","12150","valore aggiunto al costo dei fattori (migliaia di euro)","2451","fusione di ghisa","2020","2020",361022,,
"IT","Italia","12170","margine operativo lordo (migliaia di euro)","494","trasporto di merci su strada e servizi di trasloco","2020","2020",4113211,,
"IT","Italia","13320","salari e stipendi (migliaia di euro)","469","commercio all'ingrosso non specializzato","2020","2020",943910,,
"IT","Italia","16110","occupati","6203","gestione di strutture informatizzate","2020","2020",10597,,
"IT","Italia","13320","salari e stipendi (migliaia di euro)","1012","lavorazione e conservazione di carne di volatili","2020","2020",302386,,
"IT","Italia","13320","salari e stipendi (migliaia di euro)","96","altre attività di servizi per la persona","2020","2020",2687023,,
"IT","Italia","15110","investimenti lordi in beni materiali (migliaia di euro)","469","commercio all'ingrosso non specializzato","2020","2020",231360,,
"IT","Italia","11110","imprese","6312","portali web","2020","2020",1479,,
"IT","Italia","12110","fatturato (migliaia di euro)","4312","preparazione del cantiere edile","2020","2020",2689121,,
"IT","Italia","16150","ore lavorate dai dipendenti (migliaia)","6203","gestione di strutture informatizzate","2020","2020",15039,,
"IT","Italia","13320","salari e stipendi (migliaia di euro)","2311","fabbricazione di vetro piano","2020","2020",86519,,
"IT","Italia","12150","valore aggiunto al costo dei fattori (migliaia di euro)","81","attività di servizi per edifici e paesaggio","2020","2020",10962387,,
"IT","Italia","13320","salari e stipendi (migliaia di euro)","4611","intermediari del commercio di materie prime agricole, di animali vivi, di materie prime tessili e di semilavorati","2020","2020",17017,,
"IT","Italia","12150","valore aggiunto al costo dei fattori (migliaia di euro)","494","trasporto di merci su strada e servizi di trasloco","2020","2020",14859319,,
"IT","Italia","16150","ore lavorate dai dipendenti (migliaia)","81","attività di servizi per edifici e paesaggio","2020","2020",518313,,
"IT","Italia","12150","valore aggiunto al costo dei fattori (migliaia di euro)","5229","altre attività di supporto connesse ai trasporti","2020","2020",6461787,,
"IT","Italia","15110","investimenti lordi in beni materiali (migliaia di euro)","2311","fabbricazione di vetro piano","2020","2020",15354,,
"IT","Italia","12120","valore della produzione (migliaia di euro)","813","cura e manutenzione del paesaggio","2020","2020",2270047,,
"IT","Italia","16150","ore lavorate dai dipendenti (migliaia)","61","telecomunicazioni","2020","2020",119168,,
"IT","Italia","12170","margine operativo lordo (migliaia di euro)","0910","attività di supporto all'estrazione di petrolio e di gas naturale","2020","2020",,"c","dato oscurato per la tutela del segreto statistico"
"IT","Italia","16110","occupati","3822","trattamento e smaltimento di rifiuti pericolosi","2020","2020",3245,,
"IT","Italia","12150","valore aggiunto al costo dei fattori (migliaia di euro)","3822","trattamento e smaltimento di rifiuti pericolosi","2020","2020",342532,,
"IT","Italia","16130","lavoratori dipendenti","0910","attività di supporto all'estrazione di petrolio e di gas naturale","2020","2020",,"c","dato oscurato per la tutela del segreto statistico"
"IT","Italia","16110","occupati","61","telecomunicazioni","2020","2020",84682,,
"IT","Italia","13310","costi del personale (migliaia di euro)","502","trasporto marittimo e costiero di merci","2020","2020",601280,,
"IT","Italia","16150","ore lavorate dai dipendenti (migliaia)","101","lavorazione e conservazione di carne e produzione di prodotti a base di carne","2020","2020",100005,,
"IT","Italia","12170","margine operativo lordo (migliaia di euro)","089","estrazione di minerali da cave e miniere nca","2020","2020",92567,,
"IT","Italia","13110","acquisto di beni e servizi (migliaia di euro)","1012","lavorazione e conservazione di carne di volatili","2020","2020",2160757,,
"IT","Italia","12110","fatturato (migliaia di euro)","1020","lavorazione e conservazione di pesce, crostacei e molluschi","2020","2020",2873755,,
"IT","Italia","12120","valore della produzione (migliaia di euro)","2229","fabbricazione di altri articoli in materie plastiche","2020","2020",13766585,,
"IT","Italia","12110","fatturato (migliaia di euro)","741","attività di design specializzate","2020","2020",4147867,,
"IT","Italia","12120","valore della produzione (migliaia di euro)","2445","produzione di altri metalli non ferrosi","2020","2020",671707,,
"IT","Italia","11110","imprese","502","trasporto marittimo e costiero di merci","2020","2020",146,,
"IT","Italia","15110","investimenti lordi in beni materiali (migliaia di euro)","6312","portali web","2020","2020",13962,,
"IT","Italia","12150","valore aggiunto al costo dei fattori (migliaia di euro)","63","attività dei servizi d'informazione e altri servizi informatici","2020","2020",5301984,,
"IT","Italia","13110","acquisto di beni e servizi (migliaia di euro)","21","fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici","2020","2020",18806651,,
"IT","Italia","12170","margine operativo lordo (migliaia di euro)","2312","lavorazione e trasformazione del vetro piano","2020","2020",180630,,
"IT","Italia","12170","margine operativo lordo (migliaia di euro)","1011","lavorazione e conservazione di carne, escluso volatili","2020","2020",498452,,
"IT","Italia","16130","lavoratori dipendenti","2312","lavorazione e trasformazione del vetro piano","2020","2020",11228,,
"IT","Italia","12110","fatturato (migliaia di euro)","63","attività dei servizi d'informazione e altri servizi informatici","2020","2020",10908051,,
"IT","Italia","13110","acquisto di beni e servizi (migliaia di euro)","101","lavorazione e conservazione di carne e produzione di prodotti a base di carne","2020","2020",21012055,,
"IT","Italia","13310","costi del personale (migliaia di euro)","639","altre attività dei servizi d'informazione","2020","2020",213789,,
"IT","Italia","11110","imprese","63","attività dei servizi d'informazione e altri servizi informatici","2020","2020",37365,,
"IT","Italia","12110","fatturato (migliaia di euro)","6311","elaborazione dei dati, hosting e attività connesse","2020","2020",9080094,,
"IT","Italia","13110","acquisto di beni e servizi (migliaia di euro)","4312","preparazione del cantiere edile","2020","2020",1604747,,
"IT","Italia","16110","occupati","1012","lavorazione e conservazione di carne di volatili","2020","2020",11192,,
"IT","Italia","12110","fatturato (migliaia di euro)","813","cura e manutenzione del paesaggio","2020","2020",2159273,,
"IT","Italia","15110","investimenti lordi in beni materiali (migliaia di euro)","2312","lavorazione e trasformazione del vetro piano","2020","2020",96811,,
"IT","Italia","12120","valore della produzione (migliaia di euro)","322","fabbricazione di strumenti musicali","2020","2020",169052,,
"IT","Italia","15110","investimenti lordi in beni materiali (migliaia di euro)","1020","lavorazione e conservazione di pesce, crostacei e molluschi","2020","2020",50312,,
"IT","Italia","16110","occupati","63","attività dei servizi d'informazione e altri servizi informatici","2020","2020",124748,,
"IT","Italia","12150","valore aggiunto al costo dei fattori (migliaia di euro)","0910","attività di supporto all'estrazione di petrolio e di gas naturale","2020","2020",,"c","dato oscurato per la tutela del segreto statistico"
"IT","Italia","16130","lavoratori dipendenti","1011","lavorazione e conservazione di carne, escluso volatili","2020","2020",21913,,
"IT","Italia","11110","imprese","813","cura e manutenzione del paesaggio","2020","2020",17467,,
"IT","Italia","11110","imprese","1013","produzione di prodotti a base di carne, inclusa la carne di volatili","2020","2020",1737,,
"IT","Italia","16150","ore lavorate dai dipendenti (migliaia)","3822","trattamento e smaltimento di rifiuti pericolosi","2020","2020",5215,,
"IT","Italia","12150","valore aggiunto al costo dei fattori (migliaia di euro)","21","fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici","2020","2020",10360987,,
"IT","Italia","12110","fatturato (migliaia di euro)","101","lavorazione e conservazione di carne e produzione di prodotti a base di carne","2020","2020",24670031,,
"IT","Italia","16110","occupati","101","lavorazione e conservazione di carne e produzione di prodotti a base di carne","2020","2020",66420,,
"IT","Italia","12150","valore aggiunto al costo dei fattori (migliaia di euro)","1013","produzione di prodotti a base di carne, inclusa la carne di volatili","2020","2020",1887360,,
"IT","Italia","12110","fatturato (migliaia di euro)","21","fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici","2020","2020",27584288,,
"IT","Italia","12170","margine operativo lordo (migliaia di euro)","501","trasporto marittimo e costiero di passeggeri","2020","2020",-365410,,
"IT","Italia","15110","investimenti lordi in beni materiali (migliaia di euro)","4611","intermediari del commercio di materie prime agricole, di animali vivi, di materie prime tessili e di semilavorati","2020","2020",1638,,
"IT","Italia","11110","imprese","3831","demolizione di carcasse e cantieri di demolizione navali","2020","2020",486,,
"IT","Italia","15110","investimenti lordi in beni materiali (migliaia di euro)","1013","produzione di prodotti a base di carne, inclusa la carne di volatili","2020","2020",293532,,
"IT","Italia","13320","salari e stipendi (migliaia di euro)","1032","produzione di succhi di frutta e di ortaggi","2020","2020",127463,,
"IT","Italia","13110","acquisto di beni e servizi (migliaia di euro)","2451","fusione di ghisa","2020","2020",943960,,
"IT","Italia","13110","acquisto di beni e servizi (migliaia di euro)","631","elaborazione dei dati, hosting e attività connesse, portali web","2020","2020",5279262,,
"IT","Italia","16150","ore lavorate dai dipendenti (migliaia)","5229","altre attività di supporto connesse ai trasporti","2020","2020",208622,,
"IT","Italia","13310","costi del personale (migliaia di euro)","6202","consulenza nel settore delle tecnologie dell'informatica","2020","2020",4804933,,
"IT","Italia","12150","valore aggiunto al costo dei fattori (migliaia di euro)","3831","demolizione di carcasse e cantieri di demolizione navali","2020","2020",72150,,
"IT","Italia","13320","salari e stipendi (migliaia di euro)","81","attività di servizi per edifici e paesaggio","2020","2020",6178047,,
"IT","Italia","15110","investimenti lordi in beni materiali (migliaia di euro)","6201","produzione di software non connesso all'edizione","2020","2020",596006,,
"IT","Italia","12150","valore aggiunto al costo dei fattori (migliaia di euro)","1020","lavorazione e conservazione di pesce, crostacei e molluschi","2020","2020",492943,,
"IT","Italia","15110","investimenti lordi in beni materiali (migliaia di euro)","81","attività di servizi per edifici e paesaggio","2020","2020",339877,,
"IT","Italia","15110","investimenti lordi in beni materiali (migliaia di euro)","089","estrazione di minerali da cave e miniere nca","2020","2020",19413,,
"IT","Italia","13110","acquisto di beni e servizi (migliaia di euro)","4532","commercio al dettaglio di parti e accessori di autoveicoli","2020","2020",1326997,,
"IT","Italia","13320","salari e stipendi (migliaia di euro)","6312","portali web","2020","2020",116479,,
"IT","Italia","13110","acquisto di beni e servizi (migliaia di euro)","1011","lavorazione e conservazione di carne, escluso volatili","2020","2020",9140672,,
"IT","Italia","16130","lavoratori dipendenti","235","produzione di cemento, calce e gesso","2020","2020",6691,,
"IT","Italia","12150","valore aggiunto al costo dei fattori (migliaia di euro)","3821","trattamento e smaltimento di rifiuti non pericolosi","2020","2020",2050810,,
"IT","Italia","16130","lavoratori dipendenti","2451","fusione di ghisa","2020","2020",6360,,
"IT","Italia","13320","salari e stipendi (migliaia di euro)","6311","elaborazione dei dati, hosting e attività connesse","2020","2020",2151290,,
"IT","Italia","12110","fatturato (migliaia di euro)","2445","produzione di altri metalli non ferrosi","2020","2020",659622,,
"IT","Italia","13310","costi del personale (migliaia di euro)","21","fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici","2020","2020",5039943,,
"IT","Italia","12170","margine operativo lordo (migliaia di euro)","3812","raccolta di rifiuti pericolosi","2020","2020",129726,,
"IT","Italia","16110","occupati","2445","produzione di altri metalli non ferrosi","2020","2020",1279,,
"IT","Italia","13310","costi del personale (migliaia di euro)","63","attività dei servizi d'informazione e altri servizi informatici","2020","2020",3312027,,
"IT","Italia","11110","imprese","6311","elaborazione dei dati, hosting e attività connesse","2020","2020",31815,,
"IT","Italia","15110","investimenti lordi in beni materiali (migliaia di euro)","501","trasporto marittimo e costiero di passeggeri","2020","2020",1301355,,
"IT","Italia","12150","valore aggiunto al costo dei fattori (migliaia di euro)","101","lavorazione e conservazione di carne e produzione di prodotti a base di carne","2020","2020",3769475,,
"IT","Italia","13310","costi del personale (migliaia di euro)","5229","altre attività di supporto connesse ai trasporti","2020","2020",5299458,,
"IT","Italia","13320","salari e stipendi (migliaia di euro)","2452","fusione di acciaio","2020","2020",74447,,
"IT","Italia","12110","fatturato (migliaia di euro)","1013","produzione di prodotti a base di carne, inclusa la carne di volatili","2020","2020",11599127,,
"IT","Italia","12120","valore della produzione (migliaia di euro)","63","attività dei servizi d'informazione e altri servizi informatici","2020","2020",11419732,,
"IT","Italia","12120","valore della produzione (migliaia di euro)","3821","trattamento e smaltimento di rifiuti non pericolosi","2020","2020",5209415,,
"IT","Italia","11110","imprese","5229","altre attività di supporto connesse ai trasporti","2020","2020",7485,,
"IT","Italia","13310","costi del personale (migliaia di euro)","4532","commercio al dettaglio di parti e accessori di autoveicoli","2020","2020",161391,,
"IT","Italia","16150","ore lavorate dai dipendenti (migliaia)","45","commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli","2020","2020",350400,,
"IT","Italia","13310","costi del personale (migliaia di euro)","3822","trattamento e smaltimento di rifiuti pericolosi","2020","2020",140651,,
"IT","Italia","12110","fatturato (migliaia di euro)","422","costruzione di opere di pubblica utilità","2020","2020",5460994,,
"IT","Italia","15110","investimenti lordi in beni materiali (migliaia di euro)","813","cura e manutenzione del paesaggio","2020","2020",39365,,
"IT","Italia","16110","occupati","L","attività immobiliari","2020","2020",298843,,
"IT","Italia","13310","costi del personale (migliaia di euro)","1013","produzione di prodotti a base di carne, inclusa la carne di volatili","2020","2020",1284081,,
"IT","Italia","12170","margine operativo lordo (migliaia di euro)","2451","fusione di ghisa","2020","2020",93978,,
"IT","Italia","13110","acquisto di beni e servizi (migliaia di euro)","37","gestione delle reti fognarie","2020","2020",1099681,,
"IT","Italia","11110","imprese","21","fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici","2020","2020",417,,
"IT","Italia","12110","fatturato (migliaia di euro)","L","attività immobiliari","2020","2020",34773059,,
"IT","Italia","16150","ore lavorate dai dipendenti (migliaia)","639","altre attività dei servizi d'informazione","2020","2020",6310,,
"IT","Italia","16150","ore lavorate dai dipendenti (migliaia)","267","fabbricazione di strumenti ottici e attrezzature fotografiche","2020","2020",,"c","dato oscurato per la tutela del segreto statistico"
"IT","Italia","12150","valore aggiunto al costo dei fattori (migliaia di euro)","1011","lavorazione e conservazione di carne, escluso volatili","2020","2020",1361987,,
"IT","Italia","12170","margine operativo lordo (migliaia di euro)","101","lavorazione e conservazione di carne e produzione di prodotti a base di carne","2020","2020",1237632,,
"IT","Italia","16110","occupati","235","produzione di cemento, calce e gesso","2020","2020",6791,,
"IT","Italia","12120","valore della produzione (migliaia di euro)","101","lavorazione e conservazione di carne e produzione di prodotti a base di carne","2020","2020",22991318,,
"IT","Italia","12120","valore della produzione (migliaia di euro)","3822","trattamento e smaltimento di rifiuti pericolosi","2020","2020",1010034,,
"IT","Italia","12170","margine operativo lordo (migliaia di euro)","322","fabbricazione di strumenti musicali","2020","2020",32230,,
"IT","Italia","12170","margine operativo lordo (migliaia di euro)","45","commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli","2020","2020",5867283,,
"IT","Italia","13110","acquisto di beni e servizi (migliaia di euro)","432","installazione di impianti elettrici, idraulici ed altri lavori di costruzione e installazione","2020","2020",28763696,,
"IT","Italia","13310","costi del personale (migliaia di euro)","4312","preparazione del cantiere edile","2020","2020",590822,,
"IT","Italia","11110","imprese","1012","lavorazione e conservazione di carne di volatili","2020","2020",119,,
"IT","Italia","16110","occupati","3821","trattamento e smaltimento di rifiuti non pericolosi","2020","2020",20466,,
"IT","Italia","16150","ore lavorate dai dipendenti (migliaia)","21","fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici","2020","2020",110524,,
"IT","Italia","13110","acquisto di beni e servizi (migliaia di euro)","6209","altre attività dei servizi connessi alle tecnologie dell'informatica","2020","2020",4494547,,
"IT","Italia","15110","investimenti lordi in beni materiali (migliaia di euro)","4312","preparazione del cantiere edile","2020","2020",134061,,
"IT","Italia","12170","margine operativo lordo (migliaia di euro)","6311","elaborazione dei dati, hosting e attività connesse","2020","2020",1764508,,
"IT","Italia","16130","lavoratori dipendenti","63","attività dei servizi d'informazione e altri servizi informatici","2020","2020",93788,,
"IT","Italia","11110","imprese","2311","fabbricazione di vetro piano","2020","2020",10,,
"IT","Italia","13320","salari e stipendi (migliaia di euro)","432","installazione di impianti elettrici, idraulici ed altri lavori di costruzione e installazione","2020","2020",7284349,,
"IT","Italia","13320","salari e stipendi (migliaia di euro)","61","telecomunicazioni","2020","2020",3144646,,
"IT","Italia","16130","lavoratori dipendenti","6203","gestione di strutture informatizzate","2020","2020",9022,,
"IT","Italia","13320","salari e stipendi (migliaia di euro)","089","estrazione di minerali da cave e miniere nca","2020","2020",65578,,
"IT","Italia","11110","imprese","494","trasporto di merci su strada e servizi di trasloco","2020","2020",59789,,
"IT","Italia","16110","occupati","45","commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli","2020","2020",390445,,
"IT","Italia","15110","investimenti lordi in beni materiali (migliaia di euro)","L","attività immobiliari","2020","2020",3923884,,
"IT","Italia","13320","salari e stipendi (migliaia di euro)","1013","produzione di prodotti a base di carne, inclusa la carne di volatili","2020","2020",923005,,
"IT","Italia","12110","fatturato (migliaia di euro)","81","attività di servizi per edifici e paesaggio","2020","2020",18466417,,
"IT","Italia","12150","valore aggiunto al costo dei fattori (migliaia di euro)","6201","produzione di software non connesso all'edizione","2020","2020",11051562,,
"IT","Italia","16150","ore lavorate dai dipendenti (migliaia)","6209","altre attività dei servizi connessi alle tecnologie dell'informatica","2020","2020",50786,,
"IT","Italia","16130","lavoratori dipendenti","2444","produzione di rame","2020","2020",3272,,
"IT","Italia","16150","ore lavorate dai dipendenti (migliaia)","2445","produzione di altri metalli non ferrosi","2020","2020",2100,,
"IT","Italia","12170","margine operativo lordo (migliaia di euro)","4612","intermediari del commercio di combustibili, minerali, metalli e prodotti chimici","2020","2020",338936,,
"IT","Italia","16110","occupati","267","fabbricazione di strumenti ottici e attrezzature fotografiche","2020","2020",,"c","dato oscurato per la tutela del segreto statistico"
"IT","Italia","16150","ore lavorate dai dipendenti (migliaia)","235","produzione di cemento, calce e gesso","2020","2020",10616,,
"IT","Italia","16150","ore lavorate dai dipendenti (migliaia)","5812","pubblicazione di elenchi e mailing list","2020","2020",,"c","dato oscurato per la tutela del segreto statistico"
"IT","Italia","12110","fatturato (migliaia di euro)","1011","lavorazione e conservazione di carne, escluso volatili","2020","2020",10466393,,
"IT","Italia","16130","lavoratori dipendenti","3822","trattamento e smaltimento di rifiuti pericolosi","2020","2020",3148,,
"IT","Italia","12170","margine operativo lordo (migliaia di euro)","3822","trattamento e smaltimento di rifiuti pericolosi","2020","2020",201883,,
"IT","Italia","13310","costi del personale (migliaia di euro)","813","cura e manutenzione del paesaggio","2020","2020",698942,,
"IT","Italia","12120","valore della produzione (migliaia di euro)","45","commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli","2020","2020",36186870,,
"IT","Italia","12170","margine operativo lordo (migliaia di euro)","2311","fabbricazione di vetro piano","2020","2020",-47396,,
"IT","Italia","11110","imprese","4611","intermediari del commercio di materie prime agricole, di animali vivi, di materie prime tessili e di semilavorati","2020","2020",3482,,
"IT","Italia","13320","salari e stipendi (migliaia di euro)","639","altre attività dei servizi d'informazione","2020","2020",154109,,
"IT","Italia","13110","acquisto di beni e servizi (migliaia di euro)","322","fabbricazione di strumenti musicali","2020","2020",93797,,
"IT","Italia","16130","lavoratori dipendenti","813","cura e manutenzione del paesaggio","2020","2020",27907,,
"IT","Italia","13110","acquisto di beni e servizi (migliaia di euro)","45","commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli","2020","2020",108756908,,
"IT","Italia","13110","acquisto di beni e servizi (migliaia di euro)","502","trasporto marittimo e costiero di merci","2020","2020",3505333,,
